|Team|Link|Age|AbroadPlayers|Value|Difference|Year|Country
888|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2015|27,1|7|€9.10m|€276k|2015|Belarus
889|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2015|26,6|10|€8.88m|€222k|2015|Belarus
890|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2015|21,7|7|€5.40m|€154k|2015|Belarus
891|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2015|25,4|3|€3.98m|€133k|2015|Belarus
892|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2016|24,3|9|€21.80m|€559k|2016|Belarus
893|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2016|24,6|12|€12.55m|€292k|2016|Belarus
894|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2016|25,5|13|€11.25m|€281k|2016|Belarus
895|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2016|24,6|11|€7.68m|€187k|2016|Belarus
896|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2016|25,2|6|€5.18m|€133k|2016|Belarus
897|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2016|22,2|7|€4.80m|€137k|2016|Belarus
898|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2017|25,0|12|€21.50m|€538k|2017|Belarus
899|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2017|23,8|12|€14.80m|€296k|2017|Belarus
900|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2017|25,5|16|€14.43m|€361k|2017|Belarus
901|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2017|24,5|16|€8.43m|€187k|2017|Belarus
902|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2017|25,4|10|€5.60m|€156k|2017|Belarus
903|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2017|22,6|12|€4.98m|€113k|2017|Belarus
904|BATE Borisov|/bate-borisov/startseite/verein/713/saison_id/2018|23,6|15|€21.53m|€439k|2018|Belarus
905|Dinamo Minsk|/dinamo-minsk/startseite/verein/1180/saison_id/2018|24,6|17|€18.93m|€350k|2018|Belarus
906|Soligorsk|/shakhtjor-soligorsk/startseite/verein/10695/saison_id/2018|24,8|19|€14.75m|€307k|2018|Belarus
907|Torpedo Zhodino|/torpedo-zhodino/startseite/verein/7964/saison_id/2018|24,8|12|€9.25m|€210k|2018|Belarus
908|FK Minsk|/fk-minsk/startseite/verein/23664/saison_id/2018|23,0|13|€6.15m|€137k|2018|Belarus
909|Neman Grodno|/neman-grodno/startseite/verein/14178/saison_id/2018|24,9|10|€5.35m|€127k|2018|Belarus
910|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2009|24,6|9|€7.48m|€227k|2009|Slovakia
911|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2009|22,6|13|€5.18m|€152k|2009|Slovakia
912|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2009|24,1|14|€4.85m|€121k|2009|Slovakia
913|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2009|23,5|10|€2.03m|€52k|2009|Slovakia
914|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2009|23,1|8|€1.95m|€53k|2009|Slovakia
915|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2010|23,9|8|€11.73m|€345k|2010|Slovakia
916|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2010|23,9|12|€6.23m|€173k|2010|Slovakia
917|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2010|24,6|13|€5.00m|€161k|2010|Slovakia
918|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2010|23,1|10|€4.68m|€138k|2010|Slovakia
919|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2010|23,6|7|€2.38m|€79k|2010|Slovakia
920|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2011|24,6|10|€14.30m|€333k|2011|Slovakia
921|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2011|25,1|11|€8.70m|€218k|2011|Slovakia
922|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2011|24,1|10|€8.23m|€242k|2011|Slovakia
923|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2011|24,3|19|€7.33m|€215k|2011|Slovakia
924|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2011|23,6|10|€7.10m|€178k|2011|Slovakia
925|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2012|23,6|8|€9.35m|€292k|2012|Slovakia
926|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2012|25,1|16|€8.48m|€257k|2012|Slovakia
927|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2012|26,1|9|€7.68m|€213k|2012|Slovakia
928|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2012|22,8|8|€7.05m|€220k|2012|Slovakia
929|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2012|21,8|4|€2.25m|€83k|2012|Slovakia
930|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2013|22,7|9|€8.93m|€241k|2013|Slovakia
931|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2013|21,5|16|€7.13m|€162k|2013|Slovakia
932|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2013|22,2|7|€6.10m|€169k|2013|Slovakia
933|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2013|24,8|7|€6.03m|€163k|2013|Slovakia
934|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2013|22,2|5|€4.98m|€138k|2013|Slovakia
935|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2014|23,8|9|€12.60m|€323k|2014|Slovakia
936|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2014|23,3|11|€8.23m|€201k|2014|Slovakia
937|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2014|23,2|4|€7.75m|€189k|2014|Slovakia
938|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2014|21,6|6|€5.00m|€156k|2014|Slovakia
939|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2014|21,3|4|€4.43m|€148k|2014|Slovakia
940|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2015|23,3|16|€12.50m|€278k|2015|Slovakia
941|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2015|23,5|11|€8.48m|€207k|2015|Slovakia
942|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2015|21,9|10|€8.00m|€222k|2015|Slovakia
943|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2015|25,6|5|€5.78m|€193k|2015|Slovakia
944|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2015|21,3|6|€4.13m|€109k|2015|Slovakia
945|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2016|24,6|17|€12.50m|€329k|2016|Slovakia
946|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2016|22,5|13|€7.90m|€219k|2016|Slovakia
947|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2016|23,5|2|€5.05m|€158k|2016|Slovakia
948|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2016|22,9|9|€4.50m|€129k|2016|Slovakia
949|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2016|20,8|16|€2.80m|€61k|2016|Slovakia
950|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2017|23,8|22|€14.98m|€348k|2017|Slovakia
951|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2017|21,8|8|€11.00m|€262k|2017|Slovakia
952|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2017|23,6|10|€6.43m|€201k|2017|Slovakia
953|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2017|23,7|6|€5.70m|€163k|2017|Slovakia
954|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2017|22,3|15|€5.50m|€125k|2017|Slovakia
955|Slo. Bratislava|/slovan-bratislava/startseite/verein/540/saison_id/2018|24,8|23|€12.18m|€338k|2018|Slovakia
956|Spartak Trnava|/spartak-trnava/startseite/verein/365/saison_id/2018|24,5|19|€11.13m|€210k|2018|Slovakia
957|MSK Zilina|/msk-zilina/startseite/verein/1443/saison_id/2018|21,3|10|€8.00m|€211k|2018|Slovakia
958|Ruzomberok|/mfk-ruzomberok/startseite/verein/7087/saison_id/2018|21,7|8|€5.00m|€152k|2018|Slovakia
959|FK Senica|/fk-senica/startseite/verein/6163/saison_id/2018|22,0|26|€3.58m|€87k|2018|Slovakia
960|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2009|24,2|8|€1.38m|€42k|2009|Lithuania
961|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2009|25,2|5|€1.13m|€49k|2009|Lithuania
962|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2010|23,7|11|€2.50m|€76k|2010|Lithuania
963|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2010|23,6|9|€2.25m|€83k|2010|Lithuania
964|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2011|24,4|8|€5.18m|€216k|2011|Lithuania
965|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2011|22,8|8|€4.35m|€121k|2011|Lithuania
966|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2012|24,0|12|€6.35m|€198k|2012|Lithuania
967|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2012|22,6|7|€4.53m|€119k|2012|Lithuania
968|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2013|24,7|11|€7.48m|€227k|2013|Lithuania
969|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2013|23,0|7|€3.75m|€121k|2013|Lithuania
970|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2014|24,5|12|€6.98m|€211k|2014|Lithuania
971|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2014|22,9|8|€4.25m|€157k|2014|Lithuania
972|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2015|25,7|13|€7.83m|€237k|2015|Lithuania
973|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2015|26,2|6|€4.08m|€204k|2015|Lithuania
974|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2016|25,1|15|€9.80m|€280k|2016|Lithuania
975|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2016|25,0|17|€7.80m|€190k|2016|Lithuania
976|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2017|25,9|20|€10.25m|€244k|2017|Lithuania
977|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2017|24,5|17|€8.88m|€240k|2017|Lithuania
978|Suduva|/suduva-marijampole/startseite/verein/8047/saison_id/2018|26,2|22|€12.08m|€302k|2018|Lithuania
979|Zalgiris|/zalgiris-vilnius/startseite/verein/602/saison_id/2018|24,3|24|€10.03m|€233k|2018|Lithuania
980|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2009|25,3|12|€5.50m|€229k|2009|Azerbaijan
981|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2009|24,2|3|€3.03m|€132k|2009|Azerbaijan
982|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2009|26,0|10|€1.80m|€150k|2009|Azerbaijan
983|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2010|23,8|12|€8.30m|€252k|2010|Azerbaijan
984|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2010|25,2|7|€6.30m|€203k|2010|Azerbaijan
985|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2010|26,0|16|€5.83m|€182k|2010|Azerbaijan
986|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2011|26,3|15|€9.48m|€316k|2011|Azerbaijan
987|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2011|23,8|9|€7.45m|€240k|2011|Azerbaijan
988|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2011|24,3|6|€5.48m|€219k|2011|Azerbaijan
989|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2012|25,8|16|€9.68m|€248k|2012|Azerbaijan
990|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2012|23,4|8|€8.13m|€262k|2012|Azerbaijan
991|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2012|24,4|14|€8.10m|€270k|2012|Azerbaijan
992|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2013|25,3|17|€15.55m|€457k|2013|Azerbaijan
993|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2013|24,3|15|€9.10m|€294k|2013|Azerbaijan
994|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2013|24,0|11|€8.95m|€298k|2013|Azerbaijan
995|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2014|25,5|17|€18.20m|€492k|2014|Azerbaijan
996|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2014|24,5|10|€16.23m|€523k|2014|Azerbaijan
997|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2014|23,6|12|€7.75m|€228k|2014|Azerbaijan
998|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2015|25,9|16|€17.30m|€509k|2015|Azerbaijan
999|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2015|24,8|11|€14.33m|€398k|2015|Azerbaijan
1000|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2015|22,7|9|€5.90m|€179k|2015|Azerbaijan
1001|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2016|25,3|9|€12.90m|€391k|2016|Azerbaijan
1002|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2016|24,3|14|€11.35m|€307k|2016|Azerbaijan
1003|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2016|23,3|16|€9.33m|€207k|2016|Azerbaijan
1004|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2017|23,8|10|€17.25m|€421k|2017|Azerbaijan
1005|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2017|23,4|12|€10.00m|€238k|2017|Azerbaijan
1006|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2017|24,1|11|€8.28m|€218k|2017|Azerbaijan
1007|Qarabag Agdam|/qarabag-agdam/startseite/verein/10625/saison_id/2018|25,8|13|€14.35m|€463k|2018|Azerbaijan
1008|Neftchi Baku|/neftchi-baku/startseite/verein/8031/saison_id/2018|24,3|15|€10.28m|€245k|2018|Azerbaijan
1009|FK Qabala|/fk-gabala/startseite/verein/22010/saison_id/2018|23,8|7|€6.20m|€182k|2018|Azerbaijan
1010|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2019|28,5|10|€26.65m|€1.21m|2009|Kazakhstan
1011|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2019|23,6|8|€22.25m|€890k|2009|Kazakhstan
1012|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2019|26,0|8|€16.65m|€617k|2009|Kazakhstan
1013|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2019|27,6|9|€15.18m|€584k|2009|Kazakhstan
1014|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2019|27,2|13|€9.18m|€382k|2009|Kazakhstan
1015|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2019|27,4|12|€7.88m|€342k|2009|Kazakhstan
1016|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2019|28,5|10|€26.65m|€1.21m|2010|Kazakhstan
1017|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2019|23,6|8|€22.25m|€890k|2010|Kazakhstan
1018|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2019|26,0|8|€16.65m|€617k|2010|Kazakhstan
1019|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2019|27,6|9|€15.18m|€584k|2010|Kazakhstan
1020|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2019|27,2|13|€9.18m|€382k|2010|Kazakhstan
1021|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2019|27,4|12|€7.88m|€342k|2010|Kazakhstan
1022|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2011|25,9|14|€6.75m|€165k|2011|Kazakhstan
1023|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2011|24,1|9|€5.60m|€207k|2011|Kazakhstan
1024|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2011|26,5|13|€5.30m|€126k|2011|Kazakhstan
1025|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2011|24,9|11|€3.68m|€115k|2011|Kazakhstan
1026|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2011|23,5|9|€3.33m|€101k|2011|Kazakhstan
1027|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2011|25,3|8|€3.15m|€126k|2011|Kazakhstan
1028|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2012|23,9|8|€8.45m|€302k|2012|Kazakhstan
1029|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2012|23,4|9|€6.88m|€196k|2012|Kazakhstan
1030|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2012|23,4|11|€5.40m|€126k|2012|Kazakhstan
1031|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2012|25,5|11|€4.90m|€163k|2012|Kazakhstan
1032|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2012|25,8|13|€4.20m|€111k|2012|Kazakhstan
1033|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2012|26,0|10|€3.43m|€127k|2012|Kazakhstan
1034|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2013|24,2|10|€13.15m|€387k|2013|Kazakhstan
1035|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2013|22,9|12|€10.73m|€306k|2013|Kazakhstan
1036|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2013|25,3|14|€7.85m|€238k|2013|Kazakhstan
1037|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2013|26,6|16|€6.70m|€186k|2013|Kazakhstan
1038|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2013|25,8|10|€5.63m|€216k|2013|Kazakhstan
1039|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2013|26,0|6|€2.85m|€114k|2013|Kazakhstan
1040|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2014|23,8|11|€11.93m|€314k|2014|Kazakhstan
1041|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2014|23,9|12|€11.73m|€366k|2014|Kazakhstan
1042|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2014|25,2|12|€8.43m|€281k|2014|Kazakhstan
1043|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2014|25,0|13|€7.78m|€199k|2014|Kazakhstan
1044|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2014|25,5|12|€7.60m|€238k|2014|Kazakhstan
1045|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2014|26,1|6|€5.78m|€241k|2014|Kazakhstan
1046|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2015|24,3|12|€20.25m|€506k|2015|Kazakhstan
1047|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2015|24,6|13|€14.23m|€406k|2015|Kazakhstan
1048|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2015|27,0|13|€11.10m|€300k|2015|Kazakhstan
1049|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2015|25,4|9|€8.35m|€288k|2015|Kazakhstan
1050|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2015|25,7|10|€7.58m|€237k|2015|Kazakhstan
1051|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2015|24,3|8|€3.93m|€135k|2015|Kazakhstan
1052|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2016|24,4|16|€21.85m|€520k|2016|Kazakhstan
1053|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2016|23,9|13|€21.80m|€532k|2016|Kazakhstan
1054|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2016|27,5|17|€15.80m|€367k|2016|Kazakhstan
1055|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2016|25,0|11|€10.88m|€311k|2016|Kazakhstan
1056|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2016|26,2|12|€9.10m|€276k|2016|Kazakhstan
1057|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2016|24,7|10|€6.60m|€178k|2016|Kazakhstan
1058|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2017|23,3|14|€24.40m|€530k|2017|Kazakhstan
1059|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2017|24,0|15|€20.55m|€467k|2017|Kazakhstan
1060|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2017|27,1|14|€14.80m|€361k|2017|Kazakhstan
1061|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2017|26,3|17|€14.40m|€313k|2017|Kazakhstan
1062|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2017|26,4|9|€10.55m|€364k|2017|Kazakhstan
1063|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2017|25,0|11|€8.15m|€247k|2017|Kazakhstan
1064|FC Astana|/fk-astana/startseite/verein/22220/saison_id/2018|25,2|16|€36.30m|€908k|2018|Kazakhstan
1065|Kairat Almaty|/kairat-almaty/startseite/verein/10482/saison_id/2018|23,5|14|€19.83m|€472k|2018|Kazakhstan
1066|Tobol Kostanay|/tobol-kostanay/startseite/verein/10481/saison_id/2018|25,7|12|€15.60m|€390k|2018|Kazakhstan
1067|Irtysh|/irtysh-pavlodar/startseite/verein/10540/saison_id/2018|25,0|18|€14.05m|€281k|2018|Kazakhstan
1068|Ordabasy|/ordabasy-shymkent/startseite/verein/16779/saison_id/2018|25,3|7|€12.33m|€440k|2018|Kazakhstan
1069|Shakhter K.|/schachtjor-karaganda/startseite/verein/10480/saison_id/2018|24,6|9|€8.00m|€250k|2018|Kazakhstan
