|Team|Link|Age|AbroadPlayers|Value|Difference|Year|Country|StadiumCapacity|StadiumName|SquadSize|TopArrival|TopDeparture|IncomeValue|ExpenditureValues|OverallBalance
524|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2012|22,4|14|16.93m|394k|2012|Denmark|10.300 Seats|Right to Dream Park|46|270k|2.80m|5.54m|675k|+4.86m
525|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2012|22,4|13|15.20m|461k|2012|Denmark|11.535 Seats|MCH Arena|36|320k|1.20m|1.20m|320k|+880k
526|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2012|25,4|11|13.65m|414k|2012|Denmark|10.000 Seats|Sydbank Park|34|Free transfer|670k|945k|0|+945k
527|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2012|22,5|3|9.60m|356k|2012|Denmark|13.800 Seats|Aalborg Portland Park|28|Free transfer|1.40m|1.40m|0|+1.40m
528|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2013|24,7|14|30.70m|1.10m|2013|Denmark|38.065 Seats|Telia Parken|31|3.50m|8.70m|13.48m|5.55m|+7.93m
529|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2013|22,6|13|18.30m|555k|2013|Denmark|28.000 Seats|Br?ndby Stadion|33|1.00m|100k|100k|3.08m|-2.98m
530|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2013|22,7|9|16.25m|428k|2013|Denmark|10.300 Seats|Right to Dream Park|38|550k|4.70m|4.80m|550k|+4.25m
531|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2013|23,1|14|14.15m|372k|2013|Denmark|11.535 Seats|MCH Arena|38|800k|600k|600k|800k|-200k
532|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2013|23,4|12|13.48m|421k|2013|Denmark|15.790 Seats|Nature Energy Park|33|Free transfer|Free transfer|0|0|0
533|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2013|22,9|4|10.13m|349k|2013|Denmark|13.800 Seats|Aalborg Portland Park|29|100k|1.50m|1.80m|170k|+1.63m
534|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2013|24,0|9|8.55m|251k|2013|Denmark|10.000 Seats|Sydbank Park|34|Free transfer|650k|650k|0|+650k
535|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2014|22,7|14|38.00m|1.19m|2014|Denmark|28.000 Seats|Br?ndby Stadion|33|4.00m|2.30m|2.30m|7.62m|-5.32m
536|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2014|24,3|18|35.55m|988k|2014|Denmark|38.065 Seats|Telia Parken|36|2.00m|3.00m|4.35m|7.70m|-3.35m
537|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2014|24,2|14|16.25m|508k|2014|Denmark|11.535 Seats|MCH Arena|32|1.00m|500k|500k|2.90m|-2.40m
538|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2014|23,9|9|15.00m|455k|2014|Denmark|15.790 Seats|Nature Energy Park|33|100k|Free transfer|0|100k|-100k
539|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2014|22,8|10|12.75m|411k|2014|Denmark|10.300 Seats|Right to Dream Park|31|500k|750k|1.42m|500k|+920k
540|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2014|22,8|5|11.03m|356k|2014|Denmark|13.800 Seats|Aalborg Portland Park|31|150k|600k|600k|150k|+450k
541|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2014|24,9|10|8.33m|260k|2014|Denmark|10.000 Seats|Sydbank Park|32|Free transfer|Free transfer|0|0|0
542|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2015|23,7|14|27.65m|838k|2015|Denmark|38.065 Seats|Telia Parken|33|3.10m|6.60m|7.12m|6.80m|+318k
543|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2015|23,6|12|26.08m|705k|2015|Denmark|28.000 Seats|Br?ndby Stadion|37|850k|2.50m|4.10m|2.15m|+1.95m
544|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2015|23,6|23|25.70m|584k|2015|Denmark|11.535 Seats|MCH Arena|44|2.10m|2.50m|3.70m|4.61m|-910k
545|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2015|23,7|12|17.25m|507k|2015|Denmark|15.790 Seats|Nature Energy Park|34|700k|1.50m|2.35m|700k|+1.65m
546|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2015|23,2|7|11.30m|377k|2015|Denmark|13.800 Seats|Aalborg Portland Park|30|Free transfer|300k|300k|0|+300k
547|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2015|21,0|15|9.05m|259k|2015|Denmark|10.300 Seats|Right to Dream Park|35|500k|3.75m|6.10m|700k|+5.40m
548|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2015|24,4|9|8.13m|262k|2015|Denmark|10.000 Seats|Sydbank Park|31|Free transfer|550k|550k|0|+550k
549|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2016|24,1|12|32.85m|995k|2016|Denmark|38.065 Seats|Telia Parken|33|3.00m|3.50m|6.00m|8.80m|-2.80m
550|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2016|23,0|20|21.83m|546k|2016|Denmark|11.535 Seats|MCH Arena|40|Free transfer|6.00m|10.30m|0|+10.30m
551|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2016|23,5|16|21.30m|546k|2016|Denmark|28.000 Seats|Br?ndby Stadion|39|300k|2.00m|3.90m|1.30m|+2.61m
552|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2016|21,2|17|10.55m|278k|2016|Denmark|10.300 Seats|Right to Dream Park|38|600k|9.75m|10.53m|600k|+9.93m
553|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2016|23,1|9|10.50m|350k|2016|Denmark|13.800 Seats|Aalborg Portland Park|30|1.25m|6.00m|8.21m|1.25m|+6.96m
554|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2016|23,3|10|10.25m|380k|2016|Denmark|15.790 Seats|Nature Energy Park|27|200k|150k|150k|200k|-50k
555|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2016|24,7|12|10.20m|283k|2016|Denmark|10.000 Seats|Sydbank Park|36|80k|350k|350k|80k|+270k
556|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2017|25,9|17|38.00m|1.19m|2017|Denmark|38.065 Seats|Telia Parken|32|2.70m|4.95m|17.34m|10.10m|+7.24m
557|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2017|22,7|15|21.93m|756k|2017|Denmark|28.000 Seats|Br?ndby Stadion|29|1.50m|600k|925k|4.14m|-3.21m
558|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2017|23,8|18|20.10m|558k|2017|Denmark|11.535 Seats|MCH Arena|36|650k|9.00m|16.95m|2.30m|+14.65m
559|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2017|22,9|11|11.75m|346k|2017|Denmark|13.800 Seats|Aalborg Portland Park|34|625k|1.30m|1.30m|1.49m|-190k
560|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2017|23,7|8|9.90m|319k|2017|Denmark|15.790 Seats|Nature Energy Park|31|Free transfer|300k|300k|0|+300k
561|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2017|21,2|10|9.20m|256k|2017|Denmark|10.300 Seats|Right to Dream Park|36|350k|5.00m|9.95m|350k|+9.60m
562|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2017|24,8|11|9.00m|281k|2017|Denmark|10.000 Seats|Sydbank Park|32|Free transfer|200k|200k|0|+200k
563|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2018|24,2|14|29.90m|906k|2018|Denmark|38.065 Seats|Telia Parken|33|2.70m|9.00m|19.85m|6.93m|+12.93m
564|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2018|23,0|18|27.20m|735k|2018|Denmark|28.000 Seats|Br?ndby Stadion|37|1.47m|3.50m|6.48m|5.42m|+1.06m
565|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2018|22,7|23|26.35m|549k|2018|Denmark|11.535 Seats|MCH Arena|48|2.50m|8.00m|21.35m|9.59m|+11.76m
566|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2018|22,6|8|12.85m|378k|2018|Denmark|13.800 Seats|Aalborg Portland Park|34|Free transfer|1.15m|1.15m|0|+1.15m
567|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2018|23,6|6|12.30m|384k|2018|Denmark|15.790 Seats|Nature Energy Park|32|350k|2.00m|2.00m|600k|+1.40m
568|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2018|20,1|12|10.50m|300k|2018|Denmark|10.300 Seats|Right to Dream Park|35|?|5.00m|7.60m|0|+7.60m
569|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2018|25,2|15|9.95m|284k|2018|Denmark|10.000 Seats|Sydbank Park|35|Free transfer|500k|500k|0|+500k
570|AIK|/aik-stockholm/startseite/verein/272/saison_id/2009|24,2|12|20.73m|797k|2009|Sweden|54.329 Seats|Friends Arena|33|300k|2.20m|2.20m|550k|+1.65m
571|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2009|22,9|6|19.50m|650k|2009|Sweden|18.800 Seats|Gamla Ullevi|35|700k|2.50m|2.95m|1.40m|+1.55m
572|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2009|25,2|5|18.85m|628k|2009|Sweden|16.894 Seats|Bor?s Arena|36|1.00m|370k|370k|1.00m|-630k
573|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2009|24,0|11|17.20m|538k|2009|Sweden|12.182 Seats|Guldf?geln Arena|36|105k|3.00m|3.60m|105k|+3.50m
574|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2009|22,2|12|16.85m|624k|2009|Sweden|24.000 Seats|Stadion|28|Free transfer|750k|750k|0|+750k
575|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2009|22,2|13|12.85m|476k|2009|Sweden|32.000 Seats|Tele2 Arena|29|300k|Free transfer|0|500k|-500k
576|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2009|23,7|8|4.79m|184k|2009|Sweden|8.000 Seats|Bravida Arena|28|Free transfer|Free transfer|0|0|0
577|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2010|22,4|6|25.02m|736k|2010|Sweden|18.800 Seats|Gamla Ullevi|34|Free transfer|400k|400k|0|+400k
578|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2010|26,3|4|20.18m|611k|2010|Sweden|16.894 Seats|Bor?s Arena|33|670k|3.50m|5.70m|1.53m|+4.17m
579|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2010|22,1|13|17.00m|567k|2010|Sweden|24.000 Seats|Stadion|30|Free transfer|Free transfer|0|0|0
580|AIK|/aik-stockholm/startseite/verein/272/saison_id/2010|23,2|15|13.83m|419k|2010|Sweden|54.329 Seats|Friends Arena|33|100k|400k|700k|245k|+455k
581|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2010|24,0|13|13.00m|371k|2010|Sweden|12.182 Seats|Guldf?geln Arena|35|Free transfer|Free transfer|0|0|0
582|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2010|21,9|18|12.10m|346k|2010|Sweden|32.000 Seats|Tele2 Arena|35|Free transfer|Free transfer|0|0|0
583|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2010|24,4|9|8.38m|310k|2010|Sweden|8.000 Seats|Bravida Arena|27|500k|Free transfer|0|500k|-500k
584|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2011|22,0|15|24.33m|579k|2011|Sweden|24.000 Seats|Stadion|48|1.50m|500k|500k|1.50m|-1.00m
585|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2011|23,6|5|21.00m|778k|2011|Sweden|18.800 Seats|Gamla Ullevi|33|850k|800k|1.35m|1.31m|+37k
586|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2011|25,5|7|19.70m|547k|2011|Sweden|16.894 Seats|Bor?s Arena|41|Free transfer|560k|560k|0|+560k
587|AIK|/aik-stockholm/startseite/verein/272/saison_id/2011|23,1|12|15.53m|518k|2011|Sweden|54.329 Seats|Friends Arena|32|Free transfer|3.30m|5.50m|0|+5.50m
588|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2011|25,2|13|14.60m|417k|2011|Sweden|8.000 Seats|Bravida Arena|38|Free transfer|1.50m|2.50m|0|+2.50m
589|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2011|23,1|16|14.18m|417k|2011|Sweden|32.000 Seats|Tele2 Arena|42|Free transfer|Free transfer|0|0|0
590|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2011|22,8|11|9.10m|364k|2011|Sweden|12.182 Seats|Guldf?geln Arena|33|Free transfer|1.50m|1.50m|0|+1.50m
591|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2012|21,2|9|19.55m|575k|2012|Sweden|24.000 Seats|Stadion|36|300k|2.00m|2.58m|300k|+2.28m
592|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2012|24,4|10|18.98m|499k|2012|Sweden|16.894 Seats|Bor?s Arena|40|200k|2.20m|2.20m|200k|+2.00m
593|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2012|23,9|7|18.20m|628k|2012|Sweden|18.800 Seats|Gamla Ullevi|34|Free transfer|1.50m|1.82m|0|+1.82m
594|AIK|/aik-stockholm/startseite/verein/272/saison_id/2012|23,5|15|15.88m|418k|2012|Sweden|54.329 Seats|Friends Arena|40|Free transfer|Free transfer|0|0|0
595|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2012|23,9|13|12.93m|417k|2012|Sweden|8.000 Seats|Bravida Arena|34|Free transfer|2.90m|2.90m|0|+2.90m
596|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2012|23,3|15|11.08m|346k|2012|Sweden|12.182 Seats|Guldf?geln Arena|38|Free transfer|Free transfer|0|0|0
597|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2012|23,2|13|7.83m|252k|2012|Sweden|32.000 Seats|Tele2 Arena|34|350k|500k|1.12m|350k|+770k
598|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2013|25,2|8|18.70m|748k|2013|Sweden|18.800 Seats|Gamla Ullevi|45|650k|1.75m|2.75m|1.25m|+1.50m
599|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2013|22,6|6|16.83m|601k|2013|Sweden|24.000 Seats|Stadion|46|150k|4.00m|4.19m|150k|+4.04m
600|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2013|25,6|8|15.43m|498k|2013|Sweden|16.894 Seats|Bor?s Arena|38|Free transfer|Free transfer|0|0|0
601|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2013|25,5|9|13.25m|530k|2013|Sweden|8.000 Seats|Bravida Arena|42|Free transfer|Free transfer|0|0|0
602|AIK|/aik-stockholm/startseite/verein/272/saison_id/2013|23,8|8|7.82m|411k|2013|Sweden|54.329 Seats|Friends Arena|36|Free transfer|Free transfer|0|0|0
603|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2013|24,0|8|7.30m|304k|2013|Sweden|32.000 Seats|Tele2 Arena|39|200k|Free transfer|0|200k|-200k
604|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2013|23,6|7|6.08m|338k|2013|Sweden|12.182 Seats|Guldf?geln Arena|32|Free transfer|400k|415k|0|+415k
605|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2014|22,4|10|21.03m|584k|2014|Sweden|24.000 Seats|Stadion|42|350k|3.70m|10.78m|570k|+10.21m
606|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2014|24,0|6|20.88m|803k|2014|Sweden|12.182 Seats|Guldf?geln Arena|32|Free transfer|1.50m|1.50m|0|+1.50m
607|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2014|25,1|13|20.25m|614k|2014|Sweden|18.800 Seats|Gamla Ullevi|38|700k|1.50m|2.80m|1.15m|+1.66m
608|AIK|/aik-stockholm/startseite/verein/272/saison_id/2014|24,5|18|13.50m|409k|2014|Sweden|54.329 Seats|Friends Arena|40|Free transfer|2.30m|5.85m|0|+5.85m
609|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2014|24,6|6|9.70m|334k|2014|Sweden|16.894 Seats|Bor?s Arena|31|Free transfer|800k|1.30m|0|+1.30m
610|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2014|24,4|10|8.98m|309k|2014|Sweden|8.000 Seats|Bravida Arena|33|100k|450k|450k|100k|+350k
611|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2014|24,0|7|6.65m|302k|2014|Sweden|32.000 Seats|Tele2 Arena|25|175k|1.80m|4.25m|175k|+4.08m
612|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2015|23,5|13|23.08m|744k|2015|Sweden|24.000 Seats|Stadion|37|732k|1.70m|3.35m|1.16m|+2.19m
613|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2015|24,8|12|18.97m|632k|2015|Sweden|18.800 Seats|Gamla Ullevi|37|Free transfer|1.30m|1.85m|0|+1.85m
614|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2015|23,3|6|14.45m|482k|2015|Sweden|12.182 Seats|Guldf?geln Arena|34|Free transfer|Free transfer|0|0|0
615|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2015|24,7|9|13.13m|410k|2015|Sweden|16.894 Seats|Bor?s Arena|36|400k|1.95m|2.45m|400k|+2.05m
616|AIK|/aik-stockholm/startseite/verein/272/saison_id/2015|23,9|15|12.80m|356k|2015|Sweden|54.329 Seats|Friends Arena|39|Free transfer|910k|2.26m|0|+2.26m
617|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2015|23,5|12|10.93m|364k|2015|Sweden|32.000 Seats|Tele2 Arena|38|Free transfer|1.10m|1.10m|0|+1.10m
618|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2015|24,3|14|9.38m|302k|2015|Sweden|8.000 Seats|Bravida Arena|34|Free transfer|1.50m|1.87m|0|+1.87m
619|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2016|22,5|12|22.63m|611k|2016|Sweden|24.000 Seats|Stadion|37|650k|3.50m|4.10m|650k|+3.45m
620|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2016|23,5|17|18.95m|451k|2016|Sweden|18.800 Seats|Gamla Ullevi|42|Free transfer|1.60m|3.23m|0|+3.23m
621|AIK|/aik-stockholm/startseite/verein/272/saison_id/2016|23,2|18|17.83m|415k|2016|Sweden|54.329 Seats|Friends Arena|43|1.00m|8.60m|10.10m|1.15m|+8.95m
622|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2016|23,0|10|14.83m|371k|2016|Sweden|12.182 Seats|Guldf?geln Arena|40|?|2.40m|2.40m|0|+2.40m
623|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2016|25,3|15|14.43m|343k|2016|Sweden|8.000 Seats|Bravida Arena|42|200k|680k|1.95m|200k|+1.75m
624|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2016|23,6|13|12.43m|365k|2016|Sweden|32.000 Seats|Tele2 Arena|34|400k|4.20m|9.30m|565k|+8.74m
625|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2016|23,9|8|10.93m|364k|2016|Sweden|16.894 Seats|Bor?s Arena|30|Free transfer|2.00m|3.35m|0|+3.35m
626|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2017|23,5|16|27.35m|608k|2017|Sweden|24.000 Seats|Stadion|45|1.45m|1.60m|1.89m|5.30m|-3.42m
627|AIK|/aik-stockholm/startseite/verein/272/saison_id/2017|24,6|14|20.93m|465k|2017|Sweden|54.329 Seats|Friends Arena|45|100k|225k|225k|100k|+125k
628|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2017|23,8|11|17.23m|453k|2017|Sweden|32.000 Seats|Tele2 Arena|38|Free transfer|1.20m|1.80m|0|+1.80m
629|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2017|24,5|9|13.65m|427k|2017|Sweden|16.894 Seats|Bor?s Arena|32|Free transfer|Free transfer|0|0|0
630|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2017|24,5|11|13.03m|334k|2017|Sweden|8.000 Seats|Bravida Arena|39|Free transfer|900k|900k|0|+900k
631|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2017|21,9|12|11.70m|300k|2017|Sweden|18.800 Seats|Gamla Ullevi|39|171k|3.90m|4.00m|171k|+3.83m
632|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2017|22,8|11|11.33m|298k|2017|Sweden|12.182 Seats|Guldf?geln Arena|38|Free transfer|1.00m|1.75m|0|+1.75m
633|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2018|24,4|13|22.28m|602k|2018|Sweden|24.000 Seats|Stadion|37|500k|4.50m|5.50m|1.00m|+4.50m
634|AIK|/aik-stockholm/startseite/verein/272/saison_id/2018|24,9|15|19.23m|493k|2018|Sweden|54.329 Seats|Friends Arena|39|300k|4.50m|5.10m|300k|+4.80m
635|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2018|24,2|11|15.65m|423k|2018|Sweden|32.000 Seats|Tele2 Arena|37|400k|3.00m|6.52m|850k|+5.67m
636|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2018|24,8|10|10.85m|301k|2018|Sweden|8.000 Seats|Bravida Arena|36|Free transfer|1.30m|1.30m|0|+1.30m
637|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2018|23,5|8|10.48m|299k|2018|Sweden|16.894 Seats|Bor?s Arena|35|100k|1.10m|1.10m|100k|+1.00m
638|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2018|23,0|12|10.30m|264k|2018|Sweden|12.182 Seats|Guldf?geln Arena|39|Free transfer|Free transfer|0|0|0
639|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2018|21,6|7|10.03m|295k|2018|Sweden|18.800 Seats|Gamla Ullevi|34|300k|250k|250k|300k|-50k
640|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2009|23,8|32|116.30m|2.53m|2009|Scotland|60.832 Seats|Celtic Park|46|4.40m|4.30m|10.47m|14.25m|-3.79m
641|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2009|21,7|12|17.75m|444k|2009|Scotland|22.199 Seats|Pittodrie Stadium|40|Free transfer|685k|685k|0|+685k
642|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2009|24,4|12|12.18m|338k|2009|Scotland|10.696 Seats|McDiarmid Park|36|60k|Free transfer|0|174k|-174k
643|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2009|25,0|12|12.10m|403k|2009|Scotland|18.128 Seats|Rugby Park|30|Free transfer|Free transfer|0|0|0
644|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2009|21,7|14|8.45m|249k|2009|Scotland|13.750 Seats|Fir Park|37|Free transfer|950k|1.30m|0|+1.30m
645|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2010|23,5|31|65.45m|1.56m|2010|Scotland|60.832 Seats|Celtic Park|42|2.90m|12.00m|20.59m|12.18m|+8.41m
646|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2010|22,1|16|18.70m|479k|2010|Scotland|22.199 Seats|Pittodrie Stadium|39|Free transfer|Free transfer|0|0|0
647|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2010|24,2|14|11.48m|319k|2010|Scotland|10.696 Seats|McDiarmid Park|37|Free transfer|12k|12k|0|+12k
648|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2010|22,4|15|9.68m|293k|2010|Scotland|13.750 Seats|Fir Park|33|Free transfer|1.35m|1.50m|0|+1.50m
649|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2010|22,7|24|9.08m|245k|2010|Scotland|18.128 Seats|Rugby Park|37|50k|700k|700k|100k|+600k
650|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2011|22,9|32|61.85m|1.34m|2011|Scotland|60.832 Seats|Celtic Park|47|2.20m|1.13m|1.75m|3.97m|-2.22m
651|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2011|23,6|14|15.98m|456k|2011|Scotland|22.199 Seats|Pittodrie Stadium|37|55k|447k|747k|55k|+692k
652|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2011|25,3|11|15.03m|455k|2011|Scotland|10.696 Seats|McDiarmid Park|43|Free transfer|Free transfer|0|0|0
653|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2011|23,6|25|10.03m|278k|2011|Scotland|18.128 Seats|Rugby Park|38|Free transfer|510k|510k|0|+510k
654|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2011|23,0|14|8.90m|330k|2011|Scotland|13.750 Seats|Fir Park|28|Free transfer|Free transfer|0|0|0
655|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2012|22,2|29|58.78m|1.37m|2012|Scotland|60.832 Seats|Celtic Park|45|2.50m|7.00m|7.32m|2.98m|+4.34m
656|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2012|25,0|10|10.93m|364k|2012|Scotland|10.696 Seats|McDiarmid Park|39|Free transfer|Free transfer|0|0|0
657|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2012|22,8|22|10.68m|267k|2012|Scotland|18.128 Seats|Rugby Park|41|Free transfer|250k|560k|0|+560k
658|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2012|23,5|11|9.85m|308k|2012|Scotland|22.199 Seats|Pittodrie Stadium|34|Free transfer|635k|1.12m|0|+1.12m
659|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2012|23,6|14|8.95m|358k|2012|Scotland|13.750 Seats|Fir Park|29|Free transfer|Free transfer|0|0|0
660|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2013|22,5|27|65.88m|1.61m|2013|Scotland|60.832 Seats|Celtic Park|42|2.75m|14.50m|27.20m|14.16m|+13.04m
661|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2013|24,3|13|10.53m|351k|2013|Scotland|22.199 Seats|Pittodrie Stadium|31|Free transfer|Free transfer|0|0|0
662|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2013|25,9|12|10.20m|309k|2013|Scotland|10.696 Seats|McDiarmid Park|34|Free transfer|Free transfer|0|0|0
663|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2013|24,1|20|9.03m|244k|2013|Scotland|18.128 Seats|Rugby Park|38|Free transfer|Free transfer|0|0|0
664|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2013|23,3|9|8.20m|293k|2013|Scotland|13.750 Seats|Fir Park|30|Free transfer|360k|360k|0|+360k
